PRODUTO;PRINCÍPIO ATIVO;LABORATÓRIO;TIPO DE PRODUTO (STATUS DO PRODUTO);TARJA
SULFATO DE MORFINA;SULFATO DE MORFINA;HIPOLABOR FARMACEUTICA LTDA;Genérico;Tarja Preta
SULFATO DE NEOMICINA;SULFATO DE NEOMICINA;PRATI DONADUZZI & CIA LTDA;Genérico;Venda Livre
SULFATO DE NEOMICINA + BACITRACINA;"SULFATO DE NEOMICINA;BACITRACINA";SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Venda Livre
SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA;"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Venda Livre
SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA;"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Genérico;Venda Livre
SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA;"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";LABORATÓRIO GLOBO LTDA;Genérico;Venda Livre
SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA;"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";PRATI DONADUZZI & CIA LTDA;Genérico;Venda Livre
SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA;"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";HYPERA S.A.;Genérico;Venda Livre
SULFATO DE POLIMIXINA B;SULFATO DE POLIMIXINA B;EUROFARMA LABORATÓRIOS S.A.;Genérico;Venda Livre
SULFATO DE POLIMIXINA B;SULFATO DE POLIMIXINA B;OPEM REPRESENTAÇÃO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;HIPOLABOR FARMACEUTICA LTDA;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;PRATI DONADUZZI & CIA LTDA;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;THEODORO F SOBRAL & CIA LTDA;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;Genérico;Venda Livre
SULFATO DE SALBUTAMOL;SULFATO DE SALBUTAMOL;MARIOL INDUSTRIAL LTDA;Genérico;Venda Livre
SULFATO DE SALBUTAMOL + GUAIFENESINA;"SULFATO DE SALBUTAMOL;GUAIFENESINA";EMS S/A;Genérico;Venda Livre
SULFATO DE TERBUTALINA;SULFATO DE TERBUTALINA;HIPOLABOR FARMACEUTICA LTDA;Genérico;Venda Livre
SULFATO DE TERBUTALINA;SULFATO DE TERBUTALINA;PRATI DONADUZZI & CIA LTDA;Genérico;Venda Livre
SULFATO DE TERBUTALINA;SULFATO DE TERBUTALINA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Genérico;Venda Livre
SULFATO DE TERBUTALINA + GUAIFENESINA;SULFATO DE TERBUTALINA;EMS SIGMA PHARMA LTDA;Genérico;Venda Livre
SULFATO DE VINCRISTINA;SULFATO DE VINCRISTINA;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;Genérico;Tarja Vermelha
SULFATO DE VINCRISTINA;SULFATO DE VINCRISTINA;ACCORD FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
SULFATO DE ZINCO;SULFATO DE ZINCO HEPTAIDRATADO;CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA;Específico;Tarja Vermelha
SULFATO NEOMICINA + BACITRACINA;"SULFATO DE NEOMICINA;BACITRACINA";EMS S/A;Genérico;Venda Livre
SULFATO POLIMIXINA B;SULFATO DE POLIMIXINA B;EUROFARMA LABORATÓRIOS S.A.;Genérico;Venda Livre
SULFATO SALBUTAMOL;SULFATO DE SALBUTAMOL;EMS S/A;Genérico;Venda Livre
SULFAZINA;SULFADIAZINA;THEODORO F SOBRAL & CIA LTDA;Similar;Venda Livre
SULFERBEL;SULFATO FERROSO;BELFAR LTDA;Similar;Tarja Vermelha
SULFERBEL;SULFATO FERROSO HEPTAIDRATADO;BELFAR LTDA;Similar;Tarja Vermelha
SULFERBEL;SULFATO FERROSO HEPTAIDRATADO;BELFAR LTDA;Específico;Tarja Vermelha
SULGLIC;SULFATO DE GLICOSAMINA;EMS S/A;Similar;Tarja Vermelha
SULPAN;"SULPIRIDA;BROMAZEPAM";SANOFI-AVENTIS FARMACÊUTICA LTDA;Similar (Referência);Venda Livre
SUMAX;SUMATRIPTANA;LIBBS FARMACÊUTICA LTDA;Novo;Tarja Vermelha
SUMAX;SUMATRIPTANA;LIBBS FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
SUMAXPRO;"SUCCINATO DE SUMATRIPTANA;NAPROXENO SÓDICO";LIBBS FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
SUPERAN;CLORIDRATO DE ALIZAPRIDA;SANOFI-AVENTIS FARMACÊUTICA LTDA;Novo;Venda Livre
SUPLAN;"ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO;SULFATO DE MANGANÊS;RIBOFLAVINA;PANTOTENATO DE CÁLCIO;NICOTINAMIDA;FUMARATO FERROSO;COLECALCIFEROL;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;CARBONATO DE MAGNÉSIO;CARBONATO DE CÁLCIO;ACETATO DE RETINOL";INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;Similar;Tarja Vermelha
SUPLAN;RIBOFLAVINA;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;Similar;Tarja Vermelha
SUPRAHYAL;HIALURONATO DE SÓDIO;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Novo;Tarja Vermelha
SUPREFACT DEPOT;ACETATO DE BUSSERRELINA;SANOFI-AVENTIS FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
SUPRELLE;"ESTRADIOL;ACETATO DE NORETISTERONA";BIOLAB SANUS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
SUPREMA;"ESTRADIOL;ACETATO DE NORETISTERONA";BIOLAB SANUS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
SUPRENIQ;FULVESTRANTO;TEVA FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
SUPRENZ;PANCREATINA;UNITED MEDICAL LTDA;Biológicos;Tarja Vermelha
SUPRICAL D;"COLECALCIFEROL;CARBONATO DE CÁLCIO";EMS S/A;Específico;Tarja Vermelha
SURFACTANTE PULMONAR;"PROTEÍNAS;FOSFOLIPÍDIOS";INSTITUTO BUTANTAN;Biológicos;Tarja Vermelha
SURVANTA;BERACTANTO;ABBVIE FARMACÊUTICA LTDA.;Biológicos;Tarja Vermelha
SUSTRATE;PROPATILNITRATO;FARMOQUÍMICA S/A;Novo (Referência);Tarja Vermelha
SUTENT;MALATO DE SUNITINIBE;LABORATÓRIOS PFIZER LTDA;Novo (Referência);Venda Livre
SUTRIPTAN;SUCCINATO DE SUMATRIPTANA;BIOLAB FARMA GENERICOS LTDA;Similar;Tarja Vermelha
SUVVIA;CITRATO DE SILDENAFILA;EMS SIGMA PHARMA LTDA;Similar;Tarja Preta
SVIR;SAQUINAVIR;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar (Referência);Tarja Vermelha
SYDEROTELOS;DEFERASIROX;FUNDAÇÃO BAIANA DE PESQ. CIENTIFICA E DESENV.  TECNOLOGICO, FORNECIMENTO E DISTRIBUIÇÃO DE MEDICAME;Similar;Tarja Vermelha
SYGEN;GANGLIOSÍDEO GM1;TRB PHARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;Biológicos;Tarja Vermelha
SYLETYV;PARICALCITOL;ACCORD FARMACÊUTICA LTDA;Específico;Tarja Preta
SYLVANT;SILTUXIMABE;JANSSEN-CILAG FARMACÊUTICA LTDA;Biológicos;Tarja Vermelha
SYMBICORT;"FUMARATO DE FORMOTEROL DI-HIDRATADO;BUDESONIDA";ASTRAZENECA DO BRASIL LTDA;Similar;Tarja Vermelha
SYMBICORT TURBUHALER;"FUMARATO DE FORMOTEROL;BUDESONIDA";ASTRAZENECA DO BRASIL LTDA;Novo (Referência);Tarja Vermelha
SYNAGIS;PALIVIZUMABE;ABBVIE FARMACÊUTICA LTDA.;Novo;Tarja Vermelha
SYNAGIS;PALIVIZUMABE;ABBVIE FARMACÊUTICA LTDA.;Biológicos;Tarja Vermelha
SYNFLORIX;VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA);GLAXOSMITHKLINE BRASIL LTDA;Biológicos;Tarja Vermelha
SYNTHROID;LEVOTIROXINA SÓDICA;ABBOTT LABORATÓRIOS DO BRASIL LTDA;Similar;Tarja Vermelha
SYNTHROID;LEVOTIROXINA SÓDICA;ABBOTT LABORATÓRIOS DO BRASIL LTDA;Novo (Referência);Tarja Vermelha
SYNTOCINON;OCITOCINA;MYLAN LABORATORIOS LTDA;Novo (Referência);Tarja Vermelha
SYSTEN;ESTRADIOL HEMI-HIDRATADO;JANSSEN-CILAG FARMACÊUTICA LTDA;Novo (Referência);Tarja Preta
SYSTEN;ESTRADIOL HEMI-HIDRATADO;JANSSEN-CILAG FARMACÊUTICA LTDA;Novo;Tarja Preta
SYSTEN CONTI;"ACETATO DE NORETISTERONA;ESTRADIOL HEMI-HIDRATADO";JANSSEN-CILAG FARMACÊUTICA LTDA;Novo;Tarja Vermelha
SYSTEN SEQUI;"ACETATO DE NORETISTERONA;ESTRADIOL HEMI-HIDRATADO";JANSSEN-CILAG FARMACÊUTICA LTDA;Novo;Tarja Vermelha
TABINE;CITARABINA;UCB BIOPHARMA LTDA.;Similar;Venda Livre
TACFEN;CITRATO DE TAMOXIFENO;EMS S/A;Similar;Tarja Vermelha
TACHOSIL;"TROMBINA;FIBRINOGÊNIO";TAKEDA PHARMA LTDA.;Biológicos;Tarja Vermelha
TACROFORT;TACROLIMO;UCB BIOPHARMA LTDA.;Similar;Tarja Vermelha
TACROFORT;TACROLIMO MONOIDRATADO;CAMBER FARMACEUTICA LTDA;Similar;Tarja Vermelha
TACROLIL;TACROLIMO;EMS S/A;Similar;Tarja Vermelha
TACROLIMO;TACROLIMO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;Genérico;Tarja Vermelha
TACROLIMO;TACROLIMO MONOIDRATADO;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
TACROLIMO;TACROLIMO MONOIDRATADO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
TACROLIMO;TACROLIMO;FUNDAÇÃO OSWALDO CRUZ;Genérico;Tarja Vermelha
TACROZ;TACROLIMO;GLENMARK FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TACTROL;PEMETREXEDE DISSÓDICO;TEVA FARMACÊUTICA LTDA.;Similar;Venda Livre
TADA;TADALAFILA;EUROFARMA LABORATÓRIOS S.A.;Similar;Tarja Preta
TADALAFILA;TADALAFILA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;ELI LILLY DO BRASIL LTDA;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;GERMED FARMACEUTICA LTDA;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;PRATI DONADUZZI & CIA LTDA;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Preta
TADALAFILA;TADALAFILA;EMS S/A;Genérico;Tarja Preta
TAFINLAR;MESILATO DE DABRAFENIBE;NOVARTIS BIOCIENCIAS S.A;Novo;Tarja Vermelha
TAGAMET;CLORIDRATO DE CIMETIDINA;GLAXOSMITHKLINE BRASIL LTDA;Similar (Referência);Venda Livre
TAGRISSO;MESILATO DE OSIMERTINIBE;ASTRAZENECA DO BRASIL LTDA;Novo;Tarja Vermelha
TAKIL;"TIOCONAZOL;TINIDAZOL";MARJAN INDÚSTRIA E COMÉRCIO LTDA;Similar;Tarja Vermelha
TALCO ALIVIO;"ÓXIDO DE ZINCO;ÁCIDO SALICÍLICO;SALICILATO DE FENILA;MENTOL;ENXOFRE";LABORATORIO SIMOES LTDA.;Similar;Tarja Vermelha
TALERC;CLORIDRATO DE EPINASTINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Novo (Referência);Tarja Vermelha
TALTZ;IXEQUIZUMABE;ELI LILLY DO BRASIL LTDA;Biológicos;Tarja Vermelha
TAMCORE;VALSARTANA;SANOFI-AVENTIS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TAMIFLU;FOSFATO DE OSELTAMIVIR;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;Novo;Tarja Preta
TAMIFLU;FOSFATO DE OSELTAMIVIR;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;Novo (Referência);Tarja Preta
TAMIRAM;LEVOFLOXACINO HEMI-HIDRATADO;EUROFARMA LABORATÓRIOS S.A.;Similar (Referência);Tarja Preta
TAMIRAM;LEVOFLOXACINO HEMI-HIDRATADO;EUROFARMA LABORATÓRIOS S.A.;Novo (Referência);Tarja Preta
TAMIRAM;LEVOFLOXACINO HEMI-HIDRATADO;EUROFARMA LABORATÓRIOS S.A.;Similar;Tarja Preta
TÂMISA;"GESTODENO;ETINILESTRADIOL";EUROFARMA LABORATÓRIOS S.A.;Similar;Tarja Vermelha
TÂMISA 15;"GESTODENO;ETINILESTRADIOL";EUROFARMA LABORATÓRIOS S.A.;Similar;Tarja Vermelha
TAMSULON;CLORIDRATO DE TANSULOSINA;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Similar;Tarja Vermelha
TANDENE;"PARACETAMOL;CARISOPRODOL;CAFEÍNA;DICLOFENACO DE SÓDIO";CELLERA FARMACÊUTICA S.A.;Similar;Tarja Preta
TANDERALGIN;"PARACETAMOL;DICLOFENACO SÓDICO;CARISOPRODOL;CAFEÍNA";CELLERA FARMACÊUTICA S.A.;Similar;Tarja Preta
TANDRIFLAM;"PARACETAMOL;DICLOFENACO SÓDICO;CARISOPRODOL;CAFEÍNA";UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Tarja Preta
TANDRIFLAN;CARISOPRODOL;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Tarja Preta
TANDRILAX;"PARACETAMOL;DICLOFENACO SÓDICO;CARISOPRODOL;CAFEÍNA";ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Novo (Referência);Tarja Preta
TANISEA;NITAZOXANIDA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Similar;Tarja Vermelha
TANOHALO;HALOTANO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Tarja Vermelha
TANTIN;"GESTODENO;ETINILESTRADIOL";BIOLAB SANUS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TAPAZOL;TIAMAZOL;BIOLAB SANUS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TARCEVA;ERLOTINIBE;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;Novo (Referência);Tarja Vermelha
TARFIC;TACROLIMO;LIBBS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TARFIC;TACROLIMO MONOIDRATADO;LIBBS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TARFLEX;COALTAR;LABORATÓRIOS STIEFEL LTDA;Novo;Venda Livre
TARGIDRIL C;"ÁCIDO ASCÓRBICO;ASPARTATO DE ARGININA";KLEY HERTZ FARMACEUTICA S.A;Específico;Tarja Vermelha
TARGIFOR;ASPARTATO DE ARGININA;SANOFI-AVENTIS FARMACÊUTICA LTDA;Específico;Tarja Vermelha
TARGIFOR C;"ÁCIDO ASCÓRBICO;ASPARTATO DE ARGININA";SANOFI-AVENTIS FARMACÊUTICA LTDA;Específico;Tarja Vermelha
TARGIN;"CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA";MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;Novo;Tarja Preta
TARGOCID;TEICOPLANINA;SANOFI-AVENTIS FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
TARGUS;FLURBIPROFENO;LABORATÓRIOS BAGÓ DO BRASIL S/A;Novo;Tarja Vermelha
TARTARATO DE BRIMONIDINA;TARTARATO DE BRIMONIDINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha
TARTARATO DE BRIMONIDINA;TARTARATO DE BRIMONIDINA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
TARTARATO DE BRIMONIDINA;TARTARATO DE BRIMONIDINA;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
TARTARATO DE BRIMONIDINA;TARTARATO DE BRIMONIDINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL;"TARTARATO DE BRIMONIDINA;MALEATO DE TIMOLOL";UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Genérico;Tarja Vermelha
TARTARATO DE BRIMONIDINA+MALEATO DE TIMOLOL;"TARTARATO DE BRIMONIDINA;MALEATO DE TIMOLOL";BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha
TARTARATO DE METOPROLOL;TARTARATO DE METOPROLOL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Genérico;Tarja Preta
TARTARATO DE METOPROLOL;TARTARATO DE METOPROLOL;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Preta
TARTARATO DE METOPROLOL;TARTARATO DE METOPROLOL;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Genérico;Tarja Preta
TARTARATO DE METOPROLOL;TARTARATO DE METOPROLOL;EMS SIGMA PHARMA LTDA;Genérico;Tarja Preta
TARTARATO DE METOPROLOL;TARTARATO DE METOPROLOL;Aché Laboratórios Farmacêuticos S.A;Genérico;Tarja Preta
TARVEXOL;PACLITAXEL;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TASIGNA;NILOTINIBE;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Tarja Vermelha
TASMAR;TOLCAPONA;VALEANT FARMACÊUTICA DO BRASIL LTDA;Novo (Referência);Tarja Vermelha
TASULIL;CLORIDRATO DE TANSULOSINA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Tarja Vermelha
TAVAFLOX;"LEVOFLOXACINO HEMI-HIDRATADO;LEVOFLOXACINO HEMIDRATADO";EMS SIGMA PHARMA LTDA;Novo;Tarja Preta
TAVAFLOX;LEVOFLOXACINO HEMI-HIDRATADO;EMS SIGMA PHARMA LTDA;Similar;Tarja Preta
TAVAGRAN;LEVOFLOXACINO HEMI-HIDRATADO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Preta
TAVOK;LEVOFLOXACINO HEMI-HIDRATADO;MOMENTA FARMACÊUTICA LTDA.;Similar;Tarja Preta
TAVOK;LEVOFLOXACINO HEMIIDRATADO;MOMENTA FARMACÊUTICA LTDA.;Similar;Tarja Preta
TAXILAN;PACLITAXEL;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;Similar;Tarja Vermelha
TAXOFEN;CITRATO DE TAMOXIFENO;BLAU FARMACÊUTICA S.A.;Similar;Tarja Vermelha
TAXOL;PACLITAXEL;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
TAXOTERE;DOCETAXEL TRIIDRATADO;SANOFI-AVENTIS FARMACÊUTICA LTDA;Novo;Tarja Vermelha
TAZOCIN;"TAZOBACTAM SÓDICO;PIPERACILINA SÓDICA";WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
TECENTRIQ;ATEZOLIZUMABE;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;Novo;Venda Livre
TECENTRIQ;ATEZOLIZUMABE;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;Biológico;Venda Livre
TECFIDERA;FUMARATO DE DIMETILA;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;Novo;Tarja Vermelha
TECNID;SECNIDAZOL;ATIVUS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TECNID;SECNIDAZOL;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TECNOCARB;CARBOPLATINA;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Similar;Tarja Vermelha
TECNOCARB;CARBOPLATINA;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Similar (Referência);Tarja Vermelha
TECNOCRIS;SULFATO DE VINCRISTINA;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Similar (Referência);Tarja Vermelha
TECNOMET;METOTREXATO;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Similar;Venda Livre
TECNOMICINA;SULFATO DE BLEOMICINA;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Similar;Tarja Vermelha
TECNOPLATIN;CISPLATINA;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Similar;Tarja Vermelha
TECNOTECAN;CLORIDRATO DE IRINOTECANO;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Similar;Tarja Vermelha
TECNOVORIN;FOLINATO DE CÁLCIO;ZODIAC PRODUTOS FARMACÊUTICOS S/A;Similar (Referência);Tarja Vermelha
TECTA;PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;TAKEDA PHARMA LTDA.;Novo (Referência);Tarja Vermelha
TEDEAGA;CLORIDRATO DE METILFENIDATO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TEFIN;CLORIDRATO DE BUTENAFINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Novo (Referência);Venda Livre
TEFLAN;TENOXICAM;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Venda Livre
TEFLUT;FLUTAMIDA;BLAU FARMACÊUTICA S.A.;Similar;Tarja Vermelha
TEGAN;ALFAESTRADIOL;LIBBS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TEGASER;TRAVOPROSTA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
TEGELINE;IMUNOGLOBULINA HUMANA;LFB - HEMODERIVADOS E BIOTECNOLOGIA LTDA;Biológicos;Tarja Vermelha
TEGELINE NEWY;IMUNOGLOBULINA HUMANA;LFB - HEMODERIVADOS E BIOTECNOLOGIA LTDA;Biológicos;Tarja Vermelha
TEGRETARD;CARBAMAZEPINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Venda Livre
TEGRETOL;CARBAMAZEPINA;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Venda Livre
TEGRETOL CR;CARBAMAZEPINA;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Venda Livre
TEGREX;CARBAMAZEPINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Venda Livre
TEGREZIN;CARBAMAZEPINA;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;Similar;Venda Livre
TEICONIN;TEICOPLANINA;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TEICOPLANINA;TEICOPLANINA;ANTIBIÓTICOS DO BRASIL LTDA;Genérico;Tarja Vermelha
TEICOPLANINA;TEICOPLANINA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
TEICOPLANINA;TEICOPLANINA;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
TEICOSTON;TEICOPLANINA;BLAU FARMACÊUTICA S.A.;Similar;Tarja Vermelha
TEIPLAN;TEICOPLANINA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Tarja Vermelha
TEKADIN;CLORIDRATO DE RANITIDINA;SUN FARMACÊUTICA DO BRASIL LTDA;Similar;Venda Livre
TEKZOR;RILUZOL;GERMED FARMACEUTICA LTDA;Similar;Tarja Vermelha
TELBAX;TELMISARTANA;RANBAXY FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TELEBRIX 30 MEGLUMINA;"ÁCIDO IOXITALÂMICO;MEGLUMINA";GUERBET PRODUTOS RADIOLÓGICOS LTDA;Similar;Tarja Vermelha
TELEBRIX 35;"ÁCIDO IOXITALÂMICO;MEGLUMINA";GUERBET PRODUTOS RADIOLÓGICOS LTDA;Similar;Tarja Vermelha
TELEBRIX CORONAR;"ÁCIDO IOXITALÂMICO;MEGLUMINA";GUERBET PRODUTOS RADIOLÓGICOS LTDA;Similar;Tarja Vermelha
TELEBRIX HYSTERO;"ÁCIDO IOXITALÂMICO;MEGLUMINA";GUERBET PRODUTOS RADIOLÓGICOS LTDA;Similar;Tarja Vermelha
TELMA;TEMOZOLOMIDA;RANBAXY FARMACÊUTICA LTDA;Similar;Tarja Vermelha
TELMISARTANA;TELMISARTANA;NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
TELMISARTANA;TELMISARTANA;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
TELMISARTANA;TELMISARTANA;RANBAXY FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
